file=sido-foo (600 300) iter=6400 (0.500000 0.750000) w=1.000000 h=0.500000 param=1.000000
#
# Dataset for average track length as function of K
#
# Computed for 6400 bits precision
# Sampled unit interval 3 times 67 bins
#
# Column labels:
# kay, avg-tracks/orbit expect 2^7=128, deficit, avg-tracklen, avg-longest, rms-len
#
1	0	128	-nan	0	-nan
0.841667	128	0	4.77733	49.0249	11.9968
0.84	128	0	4.70737	48.5622	11.8227
0.838333	128	0	4.76314	48.6915	11.9519
0.836667	128	0	4.73219	48.9303	11.8741
0.835	128	0	4.5766	48.1891	11.5071
0.833333	128	0	4.5744	47.8259	11.4889
0.831667	128	0	4.61635	48.6517	11.6049
0.83	128	0	4.56826	48.5871	11.5024
0.828333	128	0	4.59205	48.2239	11.5372
0.826667	128	0	4.55405	48.398	11.4824
0.825	128	0	4.54444	48.806	11.4363
0.823333	128	0	4.51825	48.4577	11.3845
0.821667	128	0	4.55894	49.005	11.5328
0.82	128	0	4.52123	48.2886	11.4074
0.818333	128	0	4.51877	48.791	11.4095
0.816667	128	0	4.53039	48.9204	11.443
0.815	128	0	4.48233	48.4826	11.3138
0.813333	128	0	4.4928	48.3731	11.336
0.811667	128	0	4.51357	48.6567	11.4217
0.81	128	0	4.50335	48.4428	11.3743
0.808333	118.706	9.29353	3.3626	35.9552	8.40977
0.806667	116.617	11.3831	3.38806	36.2139	8.4659
0.805	128	0	3.23847	34.1592	8.1552
0.803333	127.184	0.81592	3.34961	35.1542	8.46401
0.801667	128	0	3.22949	34.1542	8.12833
0.8	128	0	3.19385	33.7562	8.03223
0.798333	128	0	3.19764	33.5622	8.03705
0.796667	128	0	3.1297	33.4726	7.87368
0.795	128	0	3.1331	33.3085	7.88133
0.793333	128	0	3.08723	32.8756	7.76218
0.791667	128	0	3.08843	33.0846	7.75842
0.79	128	0	3.0887	33.2985	7.78024
0.788333	128	0	3.06485	32.7612	7.71202
0.786667	128	0	3.07396	32.9104	7.7352
0.785	128	0	3.07346	33.4478	7.74389
0.783333	128	0	3.04269	32.7413	7.66963
0.781667	128	0	3.05314	33.1393	7.69962
0.78	128	0	3.02414	33.1493	7.62744
0.778333	128	0	3.03886	32.5025	7.65845
0.776667	128	0	3.02512	33.592	7.65003
0.775	128	0	3.02439	34.0846	7.66147
0.773333	128	0	3.01852	33.6716	7.61952
0.771667	128	0	3.01104	33.4577	7.59953
0.77	128	0	3.01942	33.9602	7.65069
0.768333	128	0	3.00251	33.3781	7.59025
0.766667	128	0	2.99361	33.9353	7.59755
0.765	128	0	3.00926	34.3433	7.6354
0.763333	128	0	2.98194	33.9552	7.56306
0.761667	128	0	2.96973	33.4129	7.52996
0.76	128	0	2.9774	33.9353	7.55262
0.758333	128	0	2.99013	34.6219	7.60445
0.756667	128	0	2.99534	34.8856	7.63496
0.755	128	0	2.98172	35.2687	7.58417
0.753333	128	0	3.00735	35.8209	7.69031
0.751667	128	0	3.00502	35.8905	7.66211
0.75	128	0	2.99195	36.2836	7.64275
0.748333	128	0	3.01186	35.7264	7.70519
0.746667	128	0	3.0091	35.7562	7.69161
0.745	128	0	3.01678	36.1244	7.73045
0.743333	128	0	3.00355	35.5721	7.6771
0.741667	128	0	3.01463	37.0945	7.7429
0.74	128	0	3.00794	36.3383	7.70911
0.738333	128	0	3.00378	36.7114	7.72144
0.736667	128	0	3.01227	37.0348	7.75776
0.735	128	0	3.00468	36.7363	7.73459
0.733333	128	0	3.02876	37.4428	7.81718
0.731667	128	0	3.03844	36.6368	7.85364
0.73	128	0	3.00922	36.3134	7.76031
0.728333	128	0	2.99065	36.2139	7.69654
0.726667	128	0	2.99481	35.6567	7.69475
0.725	128	0	3.05956	38.0995	7.93346
0.723333	128	0	3.04964	38.7015	7.88932
0.721667	128	0	3.02572	37.6617	7.80066
0.72	128	0	3.0758	39.8159	7.99371
0.718333	128	0	3.06638	39.1542	7.96031
0.716667	128	0	3.07453	39.2985	7.98072
0.715	128	0	3.05447	38.3632	7.91164
0.713333	128	0	3.09321	40.3731	8.05584
0.711667	128	0	3.10245	39.806	8.05898
0.71	128	0	3.11614	40.8607	8.10434
0.708333	128	0	3.13045	40.5771	8.15104
0.706667	128	0	3.12366	40.8806	8.12895
0.705	128	0	3.14302	41.3831	8.20179
0.703333	128	0	3.16259	42.0846	8.25071
0.701667	128	0	3.21201	43.2836	8.43257
0.7	128	0	3.24027	44.204	8.53243
0.698333	128	0	3.19144	42.2488	8.35506
0.696667	128	0	3.2582	43.9353	8.57617
0.695	128	0	3.22247	43.4876	8.45827
0.693333	128	0	3.27265	44.6169	8.6344
0.691667	128	0	3.27603	45.0995	8.6383
0.69	128	0	3.27555	45.592	8.63632
0.688333	128	0	3.30901	45.7861	8.75547
0.686667	128	0	3.31983	45.2537	8.78028
0.685	128	0	3.32875	46.3433	8.81073
0.683333	128	0	3.32375	45.9502	8.79956
0.681667	128	0	3.34586	47.1443	8.88423
0.68	128	0	3.35742	47.4577	8.92621
0.678333	128	0	3.36303	47.6866	8.93376
0.676667	128	0	3.41485	49.393	9.12276
0.675	128	0	3.43469	49.5423	9.16433
0.673333	128	0	3.40242	48.1542	9.06875
0.671667	128	0	3.42296	49.2985	9.13535
0.67	128	0	3.44174	49.9055	9.19069
0.668333	128	0	3.47931	50.6965	9.32598
0.666667	128	0	3.52315	52.4527	9.4812
0.665	128	0	3.49576	51.6567	9.40261
0.663333	128	0	3.49787	52.7512	9.43869
0.661667	128	0	3.54052	50.9254	9.54046
0.66	128	0	3.48798	51.1692	9.37148
0.658333	128	0	3.48334	51.7562	9.37538
0.656667	128	0	3.54811	52.1592	9.53798
0.655	128	0	3.54884	52.3284	9.549
0.653333	128	0	3.54162	52.4677	9.53669
0.651667	128	0	3.70316	56.2935	10.0308
0.65	128	0	3.65619	54.6418	9.87024
0.648333	128	0	3.76285	57.4428	10.1764
0.646667	128	0	3.8156	57.592	10.3227
0.645	128	0	3.84616	58.6816	10.4491
0.643333	128	0	3.91291	59.7164	10.639
0.641667	128	0	3.93262	60.3134	10.7037
0.64	128	0	3.9876	61.3134	10.8745
0.638333	128	0	3.93103	59.6866	10.6826
0.636667	128	0	4.06118	63.8308	11.1096
0.635	128	0	4.11706	63.5124	11.2517
0.633333	128	0	4.15633	65.5473	11.3845
0.631667	128	0	4.06172	63.0647	11.0982
0.63	128	0	4.27634	66.9453	11.7353
0.628333	128	0	4.2021	65.8507	11.5036
0.626667	128	0	4.37955	68.0796	12.0371
0.625	128	0	4.27443	67.5473	11.7273
0.623333	128	0	4.47841	70.3333	12.3211
0.621667	128	0	4.56979	73.2736	12.6311
0.62	128	0	4.58954	73.592	12.6579
0.618333	128	0	4.581	73.398	12.6464
0.616667	128	0	4.68144	74.5323	12.9446
0.615	128	0	4.66569	74.7612	12.8911
0.613333	128	0	4.69436	77.194	13.0133
0.611667	128	0	4.73509	76.7711	13.1273
0.61	128	0	4.8317	77.8706	13.4165
0.608333	128	0	4.82305	77.5224	13.3778
0.606667	128	0	5.08161	85.0647	14.2087
0.605	128	0	5.22156	86.7114	14.5906
0.603333	128	0	5.14499	84.5721	14.3302
0.601667	128	0	5.14805	86.4826	14.4061
0.6	128	0	5.13546	83.6119	14.2973
0.598333	128	0	5.62538	92.9055	15.7688
0.596667	128	0	5.34493	88.3532	14.9438
0.595	128	0	5.50832	91.2786	15.4304
0.593333	128	0	5.88617	99.1393	16.5618
0.591667	128	0	5.90651	98.0647	16.5896
0.59	128	0	6.137	102.219	17.2691
0.588333	128	0	5.79763	97.3284	16.2899
0.586667	128	0	6.03119	100.746	16.9626
0.585	128	0	6.60139	112.06	18.7352
0.583333	128	0	6.68402	113.9	18.9274
0.581667	128	0	6.55594	110.831	18.5349
0.58	128	0	6.5042	109.03	18.371
0.578333	128	0	6.57345	111.169	18.5582
0.576667	128	0	6.78336	115.711	19.1869
0.575	128	0	7.24624	124.294	20.5833
0.573333	128	0	7.41995	126.204	21.0388
0.571667	128	0	7.89832	134.592	22.4103
0.57	128	0	7.74991	130.527	22.0212
0.568333	128	0	7.75613	131.582	22.0262
0.566667	128	0	7.87296	134.9	22.3607
0.565	128	0	8.32135	142.881	23.7009
0.563333	128	0	9.03079	154.915	25.773
0.561667	128	0	9.2615	159.856	26.3877
0.56	128	0	8.93915	153.811	25.5309
0.558333	128	0	9.04243	154.129	25.8182
0.556667	128	0	10.2708	175.313	29.3656
0.555	128	0	9.65161	166.348	27.5519
0.553333	128	0	10.3351	179.149	29.6036
0.551667	128	0	10.1919	175.02	29.1507
0.55	128	0	11.4464	196.93	32.7389
0.548333	128	0	11.6848	198.587	33.3745
0.546667	128	0	11.1498	190.816	31.8519
0.545	128	0	13.1234	225.995	37.5866
0.543333	128	0	12.1644	210.363	34.8155
0.541667	128	0	12.9511	224.214	37.0217
0.54	128	0	14.4418	245.448	41.3017
0.538333	128	0	14.5173	248.527	41.4708
0.536667	128	0	14.6336	248.433	41.8365
0.535	128	0	17.2712	295.08	49.4333
0.533333	128	0	19.5188	331.806	55.7773
0.531667	128	0	19.7611	340.652	56.5347
0.53	128	0	17.7964	305.642	50.907
0.528333	128	0	20.6503	353.687	59.1061
0.526667	128	0	24.2321	417.796	69.3835
0.525	128	0	25.0207	421.697	71.5368
0.523333	128	0	28.7945	490.378	82.34
0.521667	128	0	32.668	556.308	93.3288
0.52	128	0	28.1312	475.299	80.4725
0.518333	128	0	31.8226	541.607	91.0125
0.516667	128	0	33.0895	561.358	94.4517
0.515	128	0	36.9732	627.532	105.703
0.513333	128	0	37.1205	631.169	106.357
0.511667	128	0	42.8754	718.96	122.517
0.51	128	0	64.3447	1083.18	183.923
0.508333	128	0	62.8527	1054.96	179.424
0.506667	128	0	82.527	1386.86	235.693
0.505	128	0	189.061	3131.04	538.633
0.503333	128	0	134.3	2230.28	383.021
0.501667	118.736	9.26368	461.387	6083.91	1276.28
